conversation_id,customer_message,gold_intent,predicted_intent,confidence,gold_escalation,predicted_decision,decision_reason,reply,retrieved_evidence
1037186,@AmazonHelp Yeah. We just called customer services and because it’s a 3rd Party seller whose inventory you don’t control they will process a refund IF we return the basket via Royal Mail. Why should we have to go out of our way!? All we want was the baskets.,account_email_or_login,refund_return_or_cancellation,0.9564,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.96 and best Knowledge similarity 0.21 meet the auto-handle thresholds.,That's odd. I just checked the website and found it under Amazon Original series here:  ^BH,"[{""conversation_id"": ""1818170"", ""similarity"": 0.2065, ""customer_message"": ""@AmazonHelp @546138 Please #SaveTheLastTycoon! We want a season 2!!!"", ""historical_response"": ""@546138 That's odd. I just checked the website and found it under Amazon Original series here: https://t.co/pOMdCEWCmw ^BH""}, {""conversation_id"": ""515249"", ""similarity"": 0.16, ""customer_message"": ""@AmazonHelp I just called customer service thanks"", ""historical_response"": ""@238679 Please let us know how that goes. Thank you! ^DO""}, {""conversation_id"": ""2322600"", ""similarity"": 0.1593, ""customer_message"": ""@AmazonHelp 3rd party seller. I got it resolved thank you."", ""historical_response"": ""@673004 Sorry your package arrived like this! Was it shipped by Amazon or a third-party seller seen here: https://t.co/hApLpMlfHN? ^JM""}]"
1041698,"@AmazonHelp Gracias, solo una pregunta más cuanto me cobrarían por envió y por iva,( si es que cobran ) ?",delivery_delay,other_or_unclear,0.8073,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""170927"", ""similarity"": 0.2341, ""customer_message"": ""@AmazonHelp Gracias."", ""historical_response"": ""@155861 \u00a1Con gusto Fer! Cualquier otra consulta estamos a tu servicio. \u00a1Saludos!  ^PC""}, {""conversation_id"": ""810211"", ""similarity"": 0.2341, ""customer_message"": ""@AmazonHelp Gracias!"", ""historical_response"": ""@313053 Con gusto. Estamos para ayudarte cuando nos necesites. ^JJ""}, {""conversation_id"": ""2800458"", ""similarity"": 0.2341, ""customer_message"": ""@AmazonHelp Gracias"", ""historical_response"": ""@781276 Hola, Carlos. \u00a1Con mucho gusto! Cualquier otra consulta por favor nos avisas, estamos ac\u00e1 para ayudarte. ^CB""}]"
105219,"@AmazonHelp They keep sending me the same auto email. On the phone they say they'll get back to me, auto email. Been round and round for days. Just want a real update on the situation. Can you help?",delivery_tracking,other_or_unclear,0.2773,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.28 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""607029"", ""similarity"": 0.2407, ""customer_message"": ""@AmazonHelp yes i have, gave a workaround that wont help, they blame xbox, xbox blames amazon, amazon blames ea and round and round we go"", ""historical_response"": ""@158322 Hi there- Have you contacted EA Support for assistance with this? ^NV""}, {""conversation_id"": ""2793127"", ""similarity"": 0.1899, ""customer_message"": ""@AmazonHelp I got passed round and round in circles with managers! They all don\u2019t know why I have not got my refund. All they know is something has gone wrong. #nothappy #courtorder #poorcustomerservice"", ""historical_response"": ""@708435 I'm so sorry for the poor experience! When you last spoke with us, what information or options were provided?  ^AG""}, {""conversation_id"": ""2454443"", ""similarity"": 0.1717, ""customer_message"": ""@AmazonHelp They say they are unable to find my order and cancel the call!!!"", ""historical_response"": ""@703111 That's strange. I'd like to know more about the issue and assist you with it. Please share your details here: https://t.co/AMS5ZeVFFg and I'll get back to you. ^SH""}]"
1057315,@AmazonHelp Nope. This is the second amazon shipping issue this week. Deeply disappointed.,refund_return_or_cancellation,delivery_delay,0.8265,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.83 and best Knowledge similarity 0.38 meet the auto-handle thresholds.,"Were you able to contact us via phone/chat, using the link provided, to explore refund options together? Please, let us know! ^JE","[{""conversation_id"": ""1015611"", ""similarity"": 0.3768, ""customer_message"": ""@AmazonHelp Nope, this is the email I received. https://t.co/wU0q2MOd39"", ""historical_response"": ""@360296 Were you able to contact us via phone/chat, using the link provided, to explore refund options together? Please, let us know! ^JE""}, {""conversation_id"": ""1006597"", ""similarity"": 0.3254, ""customer_message"": ""@AmazonHelp Nope. This is all I received. https://t.co/GrZ2ntRd0K"", ""historical_response"": ""@358194 Apologies Eliza, this is not the service we expect. Were you advised as to a reason why your order has been delayed? ^TP""}, {""conversation_id"": ""1865454"", ""similarity"": 0.29, ""customer_message"": ""@AmazonHelp nope"", ""historical_response"": ""@557323 Hi, what info is visible here: https://t.co/PCtircFm5C Has there been a tracking update? ^TS""}]"
1065652,@AmazonHelp I have checked the info and contacted customer care many times but no help is being provided.,refund_return_or_cancellation,other_or_unclear,0.6529,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1545796"", ""similarity"": 0.2337, ""customer_message"": ""@AmazonHelp Shared the details through link also."", ""historical_response"": ""@430348 Thanks for the update, we'll get back to you with a resolution. ^MJ""}, {""conversation_id"": ""2841706"", ""similarity"": 0.2193, ""customer_message"": ""@AmazonHelp I have checked out!"", ""historical_response"": ""@790707 You should be receiving a confirmation email shortly with your order information. It may take a little longer than usual due to all the traffic today during cyber monday. ^DJ""}, {""conversation_id"": ""1482878"", ""similarity"": 0.2052, ""customer_message"": ""@AmazonHelp Awesome! Thanks for the info and reply."", ""historical_response"": ""@202399 You're welcome, Jacob! Let us know if you need help with anything else. ^JP""}]"
1071128,"@AmazonHelp Thanks. Looks like someone's abusing your affiliate program. Worth looking into 'cos it hurts your brand image, not theirs.",payment_or_card_charge,other_or_unclear,0.7692,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; best Knowledge similarity 0.18 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2171044"", ""similarity"": 0.1771, ""customer_message"": ""@AmazonHelp Looks like it was americangoodies"", ""historical_response"": ""@133008 Try following these steps to post that review Rachel: https://t.co/58fERYcfu2 ^MA""}, {""conversation_id"": ""333579"", ""similarity"": 0.1707, ""customer_message"": ""@AmazonHelp Looks like your truck https://t.co/Md8epNEbee"", ""historical_response"": ""@195472 We want our team to investigate this further with you. Please reach out to us using the secure link: https://t.co/e9nkJ5EKTr ^GR""}, {""conversation_id"": ""2756077"", ""similarity"": 0.1553, ""customer_message"": ""@AmazonHelp Thanks for the quick response! Looks like USPS."", ""historical_response"": ""@771382 Let's talk about this in real time, Doug. Please call or chat with us here: https://t.co/hApLpMlfHN ^BA""}]"
1071137,@AmazonHelp I looked  that but does it apply to a music purchase?,account_email_or_login,other_or_unclear,0.6639,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1723818"", ""similarity"": 0.2568, ""customer_message"": ""@AmazonHelp music \u30a2\u30d7\u30ea\u306e\u30d1\u30bd\u30b3\u30f3\u7528\u3067\u3059"", ""historical_response"": ""@521423 \u3054\u8ff7\u60d1\u3092\u304a\u304b\u3051\u3057\u3066\u304a\u308a\u307e\u3059\u3002\u304a\u624b\u6570\u3067\u3059\u304cMusic\u30a2\u30d7\u30ea\u306e\u518d\u30a4\u30f3\u30b9\u30c8\u30fc\u30eb\u30fbPC\u518d\u8d77\u52d5\u3092\u304a\u8a66\u3057\u304f\u3060\u3055\u3044\u3002\u6539\u5584\u7121\u3044\u5834\u5408\u30a8\u30e9\u30fc\u30e1\u30c3\u30bb\u30fc\u30b8\u306e\u5185\u5bb9\u542b\u3081\u8a73\u7d30\u3092\u304a\u4f3a\u3044\u3059\u308b\u5fc5\u8981\u304c\u3054\u3056\u3044\u307e\u3059\u306e\u3067\u3001\u3053\u3061\u3089\u304b\u3089\u3054\u9023\u7d61\u304f\u3060\u3055\u3044&gt; https://t.co/J6YEizo6qC HM""}, {""conversation_id"": ""2260758"", ""similarity"": 0.2067, ""customer_message"": ""@AmazonHelp Great. Thanks for the information!"", ""historical_response"": ""@658267 Here is a link to the help pages about delivery's within the UK:https://t.co/1LcKqZHdqj.^GA""}, {""conversation_id"": ""2558580"", ""similarity"": 0.1996, ""customer_message"": ""@AmazonHelp thank you!"", ""historical_response"": ""@283964 You're welcome. :) ^SI""}]"
1087750,"@AmazonHelp Yes, both times some of the K-Cups inside have been squished to the point of leaking their contents.",payment_or_card_charge,other_or_unclear,0.3412,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.34 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""723956"", ""similarity"": 0.201, ""customer_message"": ""@AmazonHelp Yes, both addressed to me, both delivered by UPS."", ""historical_response"": ""@293372 2/2 I'm sorry for any frustration this causes. Please keep, donate, or dispose of the items as you see fit. ^MB""}, {""conversation_id"": ""2520589"", ""similarity"": 0.2008, ""customer_message"": ""@AmazonHelp Yes, both times, its a business address that is open until 630 but no attempts where made to come up to check"", ""historical_response"": ""@717944 I'd like to have a member of my team investigate and escalate this for you. At your nearest convenience please send us your details here: https://t.co/wBxCB3jOBG ^GM""}, {""conversation_id"": ""2260746"", ""similarity"": 0.1984, ""customer_message"": ""@AmazonHelp Yes. Both times. One was a day late but still marked as undelivered. 2nd was scheduled for yesterday and now 26-28."", ""historical_response"": ""@658264 I'm sorry to hear that!  Please let us know if the package does not arrive within the new delivery time frame.  Thanks! ^WB""}]"
1088757,"@AmazonHelp NÚMERO DO PEDIDO
701-5675530-9892212

Pedido debitado no meu cartão mas encontra-se como pagamento reprovado no site,",website_app_or_technical_issue,other_or_unclear,0.4476,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.45 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""158698"", ""similarity"": 0.3292, ""customer_message"": ""@AmazonHelp O status \u00e9 em processamento. Eu achei estranho pois n\u00e3o pediu o meu c\u00f3digo de verifica\u00e7\u00e3o do meu cart\u00e3o de cr\u00e9dito, apenas digitei o n\u00famero do meu cart\u00e3o e conclu\u00ed o pedido. Por isso estou confuso se vai ser ou n\u00e3o debitado."", ""historical_response"": ""@152482 Entendi. Por favor, entre em contato com o nosso SAC, para eles conferirem o acontecido. Acesse este link: https://t.co/qGpkDwGRhX ^CR""}, {""conversation_id"": ""2606142"", ""similarity"": 0.276, ""customer_message"": ""@AmazonHelp Num\u00e9ro C10043483913, merci"", ""historical_response"": ""@737332 Je viens de remonter cet incident au d\u00e9partement en charge afin que ce probl\u00e8me ne se reproduise pas. ^BR""}, {""conversation_id"": ""504895"", ""similarity"": 0.208, ""customer_message"": ""@AmazonHelp Obrigado pela aten\u00e7\u00e3o"", ""historical_response"": ""@235757 Imagina, caso voc\u00ea precisar de mais assist\u00eancia n\u00e3o hesite em nos contatar. Por favor nos mantenha informados. ^NB""}]"
1092420,@AmazonHelp ah d'accord merci,delivery_tracking,other_or_unclear,0.9209,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""138909"", ""similarity"": 0.5609, ""customer_message"": ""@AmazonHelp D'accord, merci !"", ""historical_response"": ""@147310 Je vous en prie :)""}, {""conversation_id"": ""1693543"", ""similarity"": 0.5609, ""customer_message"": ""@AmazonHelp D'accord merci"", ""historical_response"": ""@513953 Bonsoir, je vous prie de le signaler \u00e0 notre SAV via le lien suivant : https://t.co/hgIrz98cdI ^MA""}, {""conversation_id"": ""2612295"", ""similarity"": 0.5609, ""customer_message"": ""@AmazonHelp D'accord merci"", ""historical_response"": ""@723160 \u00c0 votre service. ^FA""}]"
1097249,"@AmazonHelp @115850 @115821 @115830 Thanks will keep in mind, may i expect any action issue ?",account_email_or_login,other_or_unclear,0.7159,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1595204"", ""similarity"": 0.4739, ""customer_message"": ""@AmazonHelp Will keep in mind next time. Thanks"", ""historical_response"": ""@490157 Also, as this is being the social platform, please don't provide order details, as we consider it personal information.^HR""}, {""conversation_id"": ""874566"", ""similarity"": 0.3187, ""customer_message"": ""@AmazonHelp @115850 @115821 @115830 Thanks to resolve my problem."", ""historical_response"": ""@326597 You are welcome. ^MJ""}, {""conversation_id"": ""2346236"", ""similarity"": 0.3064, ""customer_message"": ""@AmazonHelp Ok..I will keep it in mind..thank you"", ""historical_response"": ""@470322 You are most welcome! When you are happy, we are happy!  \n\n Please don\u2019t provide your order details as we consider them to be personal information. Our page is visible to public. ^RB""}]"
